2026-07-12 02:45:18.083 User Agent: [Hub 3.19.5], Protocol version: [1.17.4], Session Id: [19b8d8883fb74759903bce15abcc8087], Licensed Package: False, Entitlement requested: [com.unity.editor.access.xlts], Result: [granted: False, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.uielements], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.animation], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.pixel-perfect], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.psdimporter], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.sprite], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.spriteshape], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.tilemap.extras], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.aseprite], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.tooling], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.ide.visualstudio], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.369 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.ide.rider], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.performance.profile-analyzer], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.testtools.codecoverage], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.splines], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.physicscore2d], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.searcher], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.burst], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.collections], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.terrain], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.hierarchycore], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.animation], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.common], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.mathematics], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.tilemap], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.370 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.nuget.mono-cecil], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.371 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.test-framework.performance], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.371 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.imageconversion], Result: [granted: True, group: (null)]
2026-07-12 13:10:19.934 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editor.legacy.pro], Result: [granted: False, group: (null)]
2026-07-12 13:10:19.934 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.disable], Result: [granted: False, group: (null)]
2026-07-12 13:10:19.934 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.prototyping], Result: [granted: False, group: (null)]
2026-07-12 13:10:19.934 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.edu], Result: [granted: False, group: (null)]
2026-07-12 13:10:19.934 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editor.watermarks.trial], Result: [granted: False, group: (null)]
2026-07-12 13:10:19.934 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editor.time-limited-license], Result: [granted: False, group: (null)]
2026-07-12 13:10:19.934 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editor.cluster], Result: [granted: False, group: (null)]
2026-07-12 13:10:19.934 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editor.ui], Result: [granted: True, group: 18968465019301-UnityPersonal]
2026-07-12 13:10:40.325 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.cinemachine], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.connect.share], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.feature.2d], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.feature.development], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.inputsystem], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.learn.iet-framework], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.multiplayer.center], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.test-framework], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.ugui], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.accessibility], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.adaptiveperformance], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.ai], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.androidjni], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.animation], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.assetbundle], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.audio], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.cloth], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.director], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.imageconversion], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.imgui], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.jsonserialize], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.particlesystem], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.physics], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.physics2d], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.physicscore2d], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.screencapture], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.terrain], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.terrainphysics], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.tilemap], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.326 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.ui], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.uielements], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.umbra], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.unityanalytics], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequest], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestassetbundle], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestaudio], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequesttexture], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.unitywebrequestwww], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.vectorgraphics], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.vehicles], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.video], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.wind], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.xr], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.subsystems], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.modules.hierarchycore], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.ext.nunit], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.core], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.shadergraph], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.render-pipelines.universal-config], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.editorcoroutines], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.settings-manager], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.ide.visualstudio], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.ide.rider], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.performance.profile-analyzer], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.testtools.codecoverage], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.animation], Result: [granted: True, group: (null)]
2026-07-12 13:10:40.327 User Agent: [UnityEditor/6000.5.3f1 (Linux; U; Linux 7.0; en_US)], Protocol version: [1.18.1], Session Id: [7eb238567e9f4e89aff2928a07dbd08c], Licensed Package: False, Entitlement requested: [com.unity.2d.pixel-perfect], Result: [granted: True, group: (null)]
